pokemon_form_tree_id,pokemon_form_id,transition_grid_position,transition_grid_text_markup,transition_grid_text_html,text_top_markup,text_top_html,text_bottom_markup,text_bottom_html,grid_column,grid_row
14,156,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Kangaskhanite;ITEM;kangaskhanite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/kangaskhanite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Kangaskhanite</span><img src=""https://cdn.pokedb.org/a4581ba2a6e6b1b317d47e61c46f14f399d157a47a514b759d76682f0dd443dfw20h20"" width=""20"" height=""20"" alt=""Item Icon for Kangaskhanite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Kangaskhanite;ITEM;kangaskhanite},"While holding <a href=""/items/kangaskhanite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Kangaskhanite</span><img src=""https://cdn.pokedb.org/a4581ba2a6e6b1b317d47e61c46f14f399d157a47a514b759d76682f0dd443dfw20h20"" width=""20"" height=""20"" alt=""Item Icon for Kangaskhanite"" style=""width: 20px; height: 20px""></a>",,,2,1
15,169,,,,,,,,1,1
15,170,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Pinsirite;ITEM;pinsirite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/pinsirite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pinsirite</span><img src=""https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2bw20h20"" width=""20"" height=""20"" alt=""Item Icon for Pinsirite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Pinsirite;ITEM;pinsirite},"While holding <a href=""/items/pinsirite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Pinsirite</span><img src=""https://cdn.pokedb.org/765c277f98d394d560fc4bc9032a7a89a8163269eaad616ae93523f6104f4d2bw20h20"" width=""20"" height=""20"" alt=""Item Icon for Pinsirite"" style=""width: 20px; height: 20px""></a>",,,2,1
16,171,,,,,,,,1,1
16,173,,,,Found in {Scarlet;GAME;scarlet},"Found in <div class=""inline-flex max-w-max overflow-hidden rounded-md border-[2px] border-solid border-black""><span class=""flex h-full w-max items-center justify-center justify-items-center px-1 text-center font-bold"" style=""background-color: #f13b2e; color: #FFFFFF;"">S</span></div>",,,2,1
16,174,,,,Found in {Violet;GAME;violet},"Found in <div class=""inline-flex max-w-max overflow-hidden rounded-md border-[2px] border-solid border-black""><span class=""flex h-full w-max items-center justify-center justify-items-center px-1 text-center font-bold"" style=""background-color: #852196; color: #FFFFFF;"">V</span></div>",,,3,1
17,177,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Gyaradosite;ITEM;gyaradosite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/gyaradosite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Gyaradosite</span><img src=""https://cdn.pokedb.org/42b98472787bf136a18b4fb1921084a1f6866356340fbbc212c3fd73dc8dae3dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Gyaradosite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Gyaradosite;ITEM;gyaradosite},"While holding <a href=""/items/gyaradosite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Gyaradosite</span><img src=""https://cdn.pokedb.org/42b98472787bf136a18b4fb1921084a1f6866356340fbbc212c3fd73dc8dae3dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Gyaradosite"" style=""width: 20px; height: 20px""></a>",,,2,1
18,178,,,,,,,,1,1
18,1304,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,1
19,180,,,,,,,,1,1
19,1305,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,1
20,189,,,,,,,,1,1
20,190,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Aerodactylite;ITEM;aerodactylite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/aerodactylite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Aerodactylite</span><img src=""https://cdn.pokedb.org/f3bd799f676a5123ccc9c3dcb3c09183ca21fd4be4eba41baec257048a940b0ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Aerodactylite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Aerodactylite;ITEM;aerodactylite},"While holding <a href=""/items/aerodactylite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Aerodactylite</span><img src=""https://cdn.pokedb.org/f3bd799f676a5123ccc9c3dcb3c09183ca21fd4be4eba41baec257048a940b0ew20h20"" width=""20"" height=""20"" alt=""Item Icon for Aerodactylite"" style=""width: 20px; height: 20px""></a>",,,2,1
21,191,,,,,,,,1,1
21,1306,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Dynamax Band;ITEM;dynamax-band}</span>
  <span>{-;MISC;PLUS}</span>
  <span>{Gigantamax Factor;MISC;GIGANTAMAXFACTOR}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/dynamax-band"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Dynamax Band</span><img src=""https://cdn.pokedb.org/a68508ad627362373ffd1ee0b3f07dc45b5e367c90559ff295217a6864275871w20h20"" width=""20"" height=""20"" alt=""Item Icon for Dynamax Band"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/plus.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><span style=""text-transform: uppercase; font-family: ui-monospace, SFMono-Regular, Menlo, Monaco, Consolas, 'Liberation Mono', 'Courier New', monospace;"">Gigantamax Factor</span><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/gigantamax_factor.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",Lasts three turns,Lasts three turns,,,2,1
22,201,,,,,,,,2,1
22,202,right,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Mewtwonite X;ITEM;mewtwonite-x}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/mewtwonite-x"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mewtwonite X</span><img src=""https://cdn.pokedb.org/da7bb9283bc3851ac62968c4f8a149a89cd5aea7f71d1174d1f3563ed417e56dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Mewtwonite X"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Mewtwonite X;ITEM;mewtwonite-x},"While holding <a href=""/items/mewtwonite-x"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mewtwonite X</span><img src=""https://cdn.pokedb.org/da7bb9283bc3851ac62968c4f8a149a89cd5aea7f71d1174d1f3563ed417e56dw20h20"" width=""20"" height=""20"" alt=""Item Icon for Mewtwonite X"" style=""width: 20px; height: 20px""></a>",,,1,1
22,203,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Mewtwonite Y;ITEM;mewtwonite-y}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/mewtwonite-y"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mewtwonite Y</span><img src=""https://cdn.pokedb.org/0de671bb7a4a94cbf4aed4dc91694221727c6bb2f42057d127e444cc14f432ffw20h20"" width=""20"" height=""20"" alt=""Item Icon for Mewtwonite Y"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Mewtwonite Y;ITEM;mewtwonite-y},"While holding <a href=""/items/mewtwonite-y"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Mewtwonite Y</span><img src=""https://cdn.pokedb.org/0de671bb7a4a94cbf4aed4dc91694221727c6bb2f42057d127e444cc14f432ffw20h20"" width=""20"" height=""20"" alt=""Item Icon for Mewtwonite Y"" style=""width: 20px; height: 20px""></a>",,,3,1
23,235,,,,,,,,1,1
23,236,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Ampharosite;ITEM;ampharosite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/ampharosite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ampharosite</span><img src=""https://cdn.pokedb.org/b646680fbfc83bf2eed1b73fc980e1b36690419febd186b9d5bd66531a26eac6w20h20"" width=""20"" height=""20"" alt=""Item Icon for Ampharosite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Ampharosite;ITEM;ampharosite},"While holding <a href=""/items/ampharosite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Ampharosite</span><img src=""https://cdn.pokedb.org/b646680fbfc83bf2eed1b73fc980e1b36690419febd186b9d5bd66531a26eac6w20h20"" width=""20"" height=""20"" alt=""Item Icon for Ampharosite"" style=""width: 20px; height: 20px""></a>",,,2,1
24,1340,,,,,,,,1,1
24,1341,,,,,,,,2,1
24,1342,,,,,,,,3,1
24,1343,,,,,,,,4,1
24,1344,,,,,,,,5,1
24,1345,,,,,,,,1,2
24,1346,,,,,,,,2,2
24,1347,,,,,,,,3,2
24,1348,,,,,,,,4,2
24,1349,,,,,,,,5,2
24,1350,,,,,,,,1,3
24,1351,,,,,,,,2,3
24,1352,,,,,,,,3,3
24,1353,,,,,,,,4,3
24,1354,,,,,,,,5,3
24,1355,,,,,,,,1,4
24,1356,,,,,,,,2,4
24,1357,,,,,,,,3,4
24,1358,,,,,,,,4,4
24,1359,,,,,,,,5,4
24,1360,,,,,,,,1,5
24,1361,,,,,,,,2,5
24,1362,,,,,,,,3,5
24,1363,,,,,,,,4,5
24,1364,,,,,,,,5,5
24,1365,,,,,,,,1,6
24,1366,,,,,,,,2,6
24,1367,,,,,,,,3,6
25,265,,,,,,,,1,1
25,266,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Steelixite;ITEM;steelixite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/steelixite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Steelixite</span><img src=""https://cdn.pokedb.org/2f3e4c471efbc86fa0b4e009e047d667f8393eacaa53fd5867d6a0ae5e83ab01w20h20"" width=""20"" height=""20"" alt=""Item Icon for Steelixite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {Steelixite;ITEM;steelixite},"While holding <a href=""/items/steelixite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Steelixite</span><img src=""https://cdn.pokedb.org/2f3e4c471efbc86fa0b4e009e047d667f8393eacaa53fd5867d6a0ae5e83ab01w20h20"" width=""20"" height=""20"" alt=""Item Icon for Steelixite"" style=""width: 20px; height: 20px""></a>",,,2,1
26,271,,,,,,,,1,1
26,272,left,"<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span>{Scizorite;ITEM;scizorite}</span>
  <span>{-;MISC;ARROWLR}</span>
</div>","<div class=""grid gap-1 justify-center justify-items-center items-center"">
  <span><a href=""/items/scizorite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>Scizorite</span><img src=""https://cdn.pokedb.org/9c8f6a0524aeba5af091a692b69ff1cd43afd451446d48c8201a18451dacb690w20h20"" width=""20"" height=""20"" alt=""Item Icon for Scizorite"" style=""width: 20px; height: 20px""></a></span>
  <span><span style=""display: inline-flex; gap: 0.25rem""><img src=""https://cdn.pokedb.org/cdn_assets/meta_assets/icons/effect_conversion/arrow_left_right.webp"" width=""24"" height=""24"" alt=""stat img"" style=""width: 24px; height: 24px""></span></span>
</div>",While holding {scizorite;ITEM;scizorite},"While holding <a href=""/items/scizorite"" style=""display: inline-flex; gap: 0.25rem; font-weight: 700""><span>scizorite</span><img src=""https://cdn.pokedb.org/9c8f6a0524aeba5af091a692b69ff1cd43afd451446d48c8201a18451dacb690w20h20"" width=""20"" height=""20"" alt=""Item Icon for Scizorite"" style=""width: 20px; height: 20px""></a>",,,2,1
